信号日,名称,买入价,买入方式,股数,买入金额,卖出日,卖出时点,卖出价,卖出原因,毛盈亏,费用,净盈亏,账户现金,当时周期
2026-02-05,拉芳家化,21.33,挂涨停价排队·尾盘开缝成交,38665784100,824741174853,2026-02-06,尾盘14:50,20.62,没涨停→尾盘兑现,-27452706711,1216522232.2,-28669228943,5524386321541,妖股期
2026-02-06,汉森制药,7.24447284,挂涨停价排队·尾盘开缝成交,169459038900,1227641404804,2026-02-09,尾盘14:50,7.65,没涨停→尾盘兑现,69550171814,1893624736.1,67656547078,2933073889973,平淡期
2026-02-06,联诚精密,25.73,挂涨停价排队·尾盘开缝成交,31808301700,818427602741,2026-02-09,尾盘14:50,24.82,没涨停→尾盘兑现,-28945554547,1205932238.2,-30151486785,3721963826631,平淡期
2026-02-06,海翔药业,7.51,挂涨停价排队·尾盘开缝成交,245201345800,1841462106958,2026-02-10,次日早盘9:30,8.26,又涨停→隔夜后早盘兑现,183901009350,2900118917.4,181000890433,3678050239741,平淡期
2026-02-09,*ST康佳A,4.05,挂涨停价排队·尾盘开缝成交,306334471300,1240654608765,2026-02-10,尾盘14:50,4.02,没涨停→尾盘兑现,-9190034139,1854089387.5,-11044123527,4908591215936,平淡期
2026-02-09,红太阳,6.72,挂涨停价排队·尾盘开缝成交,123080814300,827103072096,2026-02-10,尾盘14:50,6.41,没涨停→尾盘兑现,-38155052433,1212038318.8,-39367090752,5696947524584,平淡期
2026-02-10,航锦科技,23.62,挂涨停价排队·尾盘开缝成交,80397227200,1898982506464,2026-02-11,尾盘14:50,23.76,没涨停→尾盘兑现,11255611808,2856915468.6,8398696339,3596789893111,平淡期
2026-02-10,共达电声,14.0700736,挂涨停价排队·尾盘开缝成交,89977378600,1265988339237,2026-02-11,尾盘14:50,13.99,没涨停→尾盘兑现,-7193115564,1893587672.2,-9086703236,4854641020367,平淡期
2026-02-10,儒意电影,13.87,挂涨停价排队·尾盘开缝成交,60850196500,843992225455,2026-02-11,尾盘14:50,12.48,没涨停→尾盘兑现,-84581773135,1202552008.3,-85784325143,5613481914848,平淡期
2026-02-11,金正大,2.27,挂涨停价排队·尾盘开缝成交,824299840600,1871160638162,2026-02-12,尾盘14:50,2.2,没涨停→尾盘兑现,-57700988842,2763465215.6,-60464454058,3475353456580,平淡期
2026-02-11,北矿科技,26.26539024,挂涨停价排队·尾盘开缝成交,31662463100,831626949281,2026-02-12,尾盘14:50,25.91,没涨停→尾盘兑现,-11323211110,1238948015.6,-12562159125,4295041966947,平淡期
2026-02-11,卓郎智能,2.98,挂涨停价排队·尾盘开缝成交,418604169600,1247440425408,2026-02-13,次日早盘9:30,3.23,又涨停→隔夜后早盘兑现,104651042400,1949648919.9,102701393480,3259984941699,平淡期
2026-02-12,和胜股份,24.7314768,挂涨停价排队·尾盘开缝成交,57889007800,1431680653381,2026-02-13,尾盘14:50,22.35,没涨停→尾盘兑现,-137993315989,2044025993.1,-140037341982,4552702013588,平淡期
2026-02-12,金开新能,6.51,挂涨停价排队·尾盘开缝成交,146613482500,954453771075,2026-02-13,尾盘14:50,6.2,没涨停→尾盘兑现,-45450179575,1397593021.9,-46847772597,5461023852394,平淡期
2026-02-24,湖北宜化,16.63956075,挂涨停价排队·尾盘开缝成交,109398397600,1820341282818,2026-02-25,尾盘14:50,17.74,没涨停→尾盘兑现,120282137862,2820723527.6,117461414334,3557249095945,平淡期
2026-02-24,川发龙蟒,12.67,挂涨停价排队·尾盘开缝成交,95782230100,1213560855367,2026-02-25,尾盘14:50,13.66,没涨停→尾盘兑现,94824407799,1891459588.9,92932948210,4864653070164,平淡期
2026-02-24,青龙管业,13.581,挂涨停价排队·尾盘开缝成交,59571502200,809040571378,2026-02-25,尾盘14:50,13.94,没涨停→尾盘兑现,21445740792,1229645162.7,20216095629,5694516517600,平淡期
2026-02-25,江特电机,10.48,挂涨停价排队·尾盘开缝成交,181123298900,1898172172472,2026-02-26,尾盘14:50,10.68,没涨停→尾盘兑现,36224659780,2874426753.5,33350233026,3620210189005,平淡期
2026-02-25,ST司特,7.80132536,挂涨停价排队·尾盘开缝成交,162209375500,1265448114718,2026-02-26,尾盘14:50,7.6,没涨停→尾盘兑现,-33384937700,1873133468.8,-35258071169,4851349318640,平淡期
2026-02-25,华阳国际,16.97679692,挂涨停价排队·尾盘开缝成交,49693241900,843632076033,2026-02-26,尾盘14:50,15.45,没涨停→尾盘兑现,-75848591523,1208561670.4,-77057153193,5618556965537,平淡期
2026-02-26,智微智能,45.48061162,挂涨停价排队·尾盘开缝成交,41179136600,1872852318552,2026-02-27,尾盘14:50,46.96,没涨停→尾盘兑现,60802780717,2854880563.4,57947900154,3596962479328,平淡期
2026-02-26,科力远,8.14,挂涨停价排队·尾盘开缝成交,102257839100,832378810274,2026-02-27,尾盘14:50,8.36,没涨停→尾盘兑现,22496724602,1265440758.9,21231283843,4451196857553,平淡期
2026-02-26,北京科锐,11.1769728,挂涨停价排队·尾盘开缝成交,111708978600,1248568215328,2026-03-02,次日早盘9:30,12.29,又涨停→隔夜后早盘兑现,124856821533,1966494939.1,122890326594,3350704684126,平淡期
2026-02-27,四川美丰,7.89,挂涨停价排队·尾盘开缝成交,188052254200,1483732285638,2026-03-02,尾盘14:50,8.6,没涨停→尾盘兑现,133517100482,2325736253.8,131191364228,4966741133206,平淡期
2026-02-27,东方锆业,15.58,挂涨停价排队·尾盘开缝成交,63488758400,989154855872,2026-03-02,尾盘14:50,15.49,没涨停→尾盘兑现,-5713988256,1479446792.6,-7193435049,5949444420172,平淡期
2026-03-02,泸天化,5.35,挂涨停价排队·尾盘开缝成交,370681895300,1983148139855,2026-03-03,尾盘14:50,5.4,没涨停→尾盘兑现,18534094765,2988622780.9,15545471984,3762979321519,平淡期
2026-03-02,九安医疗,47.89471018,挂涨停价排队·尾盘开缝成交,18402850100,881399172025,2026-03-03,尾盘14:50,49.53,没涨停→尾盘兑现,30144104388,1344706836.3,28799397552,4673838940476,平淡期
2026-03-02,南京港,11.854,挂涨停价排队·尾盘开缝成交,111531867700,1322098759716,2026-03-04,次日早盘9:30,12.08,又涨停→隔夜后早盘兑现,25652329571,2002387386.8,23649942184,3424002028073,平淡期
2026-03-03,南京公用,7.64703391,挂涨停价排队·尾盘开缝成交,203732104700,1557946313197,2026-03-04,尾盘14:50,7.11,没涨停→尾盘兑现,-108834541931,2255293563.3,-111089835494,4872026965510,主线期
2026-03-03,陕天然气,8.77411552,挂涨停价排队·尾盘开缝成交,118374424500,1038630875177,2026-03-04,尾盘14:50,8.42,没涨停→尾盘兑现,-41361406534,1526925257.9,-42888331791,5868548482051,主线期
2026-03-04,超颖电子,79.4858966,挂涨停价排队·尾盘开缝成交,24610439200,1956182825532,2026-03-05,尾盘14:50,78.84,没涨停→尾盘兑现,-15965831700,2922299864.5,-18888131565,4547005602755,平淡期
2026-03-04,王力安防,11.20490496,挂涨停价排队·尾盘开缝成交,116388482500,1304121884851,2026-03-06,次日早盘9:30,13.56,又涨停→隔夜后早盘兑现,273956159839,2161649947.2,271794509891,3597785865871,平淡期
2026-03-05,沃顿科技,13.466,挂涨停价排队·尾盘开缝成交,75036810400,1010445688846,2026-03-06,尾盘14:50,13.53,没涨停→尾盘兑现,4502208624,1519045189.7,2983163434,4611972552419,平淡期
2026-03-05,华塑控股,3.63,挂涨停价排队·尾盘开缝成交,417539541100,1515668534193,2026-03-09,次日早盘9:30,3.84,又涨停→隔夜后早盘兑现,87683303631,2339265279.0,85344038352,3651914905673,平淡期
2026-03-06,宗申动力,25.29629732,挂涨停价排队·尾盘开缝成交,40515130500,1024882787087,2026-03-09,尾盘14:50,24.37,没涨停→尾盘兑现,-37720823017,1509033563.4,-39229856581,4638336498269,平淡期
2026-03-06,韶能股份,6.09,挂涨停价排队·尾盘开缝成交,252434184500,1537324183605,2026-03-10,次日早盘9:30,6.55,又涨停→隔夜后早盘兑现,116119724870,2393076069.1,113726648801,3713686713856,平淡期
2026-03-09,立新能源,9.33,挂涨停价排队·尾盘开缝成交,165714058500,1546112165805,2026-03-10,尾盘14:50,9.35,没涨停→尾盘兑现,3314281170,2321653959.6,992627210,5261951090995,平淡期
2026-03-09,黑猫股份,9.52,挂涨停价排队·尾盘开缝成交,108271160100,1030741444152,2026-03-10,尾盘14:50,9.37,没涨停→尾盘兑现,-16240674015,1533931660.7,-17774605676,6275690985555,平淡期
2026-03-10,中电鑫龙,12.41,挂涨停价排队·尾盘开缝成交,168565430700,2091896994987,2026-03-11,尾盘14:50,12.66,没涨停→尾盘兑现,42141357675,3169451510.7,38971906164,3991901824185,平淡期
2026-03-10,科华数据,47.572,挂涨停价排队·尾盘开缝成交,29315521600,1394597993555,2026-03-11,尾盘14:50,46.53,没涨停→尾盘兑现,-30517457986,2069008896.8,-32586466882,5354959299353,平淡期
2026-03-10,凤形股份,25.23,挂涨停价排队·尾盘开缝成交,36850257500,929731996725,2026-03-11,尾盘14:50,24.68,没涨停→尾盘兑现,-20267641625,1379397263.9,-21647038889,6263741556187,平淡期
2026-03-11,中盐化工,9.89516066,挂涨停价排队·尾盘开缝成交,211003532300,2087913851936,2026-03-12,尾盘14:50,10.36,没涨停→尾盘兑现,98724296822,3205914000.5,95518382821,4968883306654,平淡期
2026-03-11,节能风电,4.03,挂涨停价排队·尾盘开缝成交,345395178100,1391942567743,2026-03-13,次日早盘9:30,4.61,又涨停→隔夜后早盘兑现,200329203298,2238160754.1,198091042544,3799470148822,平淡期
2026-03-12,安道麦A,6.8,挂涨停价排队·尾盘开缝成交,243572711100,1656294435480,2026-03-13,尾盘14:50,6.71,没涨停→尾盘兑现,-21921543999,2468000495.2,-24389544494,5432617260634,平淡期
2026-03-12,建投能源,10.5005092,挂涨停价排队·尾盘开缝成交,105156451800,1104196289565,2026-03-13,尾盘14:50,10.0,没涨停→尾盘兑现,-52629916605,1616821996.9,-54246738602,6483394958814,平淡期
2026-03-13,横店东磁,25.249,挂涨停价排队·尾盘开缝成交,85592762200,2161131652788,2026-03-16,尾盘14:50,23.1,没涨停→尾盘兑现,-184024438730,3103679150.1,-187128117880,3896630297696,平淡期
2026-03-13,海鸥住工,4.29,挂涨停价排队·尾盘开缝成交,335840194700,1440754435263,2026-03-16,尾盘14:50,4.13,没涨停→尾盘兑现,-53734431152,2120830829.5,-55855261982,5282610036804,平淡期
2026-03-13,天顺风能,12.42,挂涨停价排队·尾盘开缝成交,77335181700,960502956714,2026-03-16,尾盘14:50,12.19,没涨停→尾盘兑现,-17787091791,1427414116.2,-19214505907,6224618864829,平淡期
2026-03-16,深华发A,15.94,挂涨停价排队·尾盘开缝成交,130167688500,2074872954690,2026-03-18,次日早盘9:30,19.28,又涨停→隔夜后早盘兑现,434760079590,3438379491.7,431321700098,5274248083443,平淡期
2026-03-17,中洲控股,9.5,挂涨停价排队·尾盘开缝成交,145605119600,1383248636200,2026-03-18,尾盘14:50,9.39,没涨停→尾盘兑现,-16016563156,2062860531.9,-18079423688,6640454732432,平淡期
2026-03-18,深南电A,10.50950778,挂涨停价排队·尾盘开缝成交,210617372100,2213484910688,2026-03-19,尾盘14:50,10.57,没涨停→尾盘兑现,12600483363,3329677728.6,9270805634,4191957975785,平淡期
2026-03-18,新宏泰,34.31434755,挂涨停价排队·尾盘开缝成交,43004070000,1475656604045,2026-03-19,尾盘14:50,35.65,没涨停→尾盘兑现,57526318668,2256629645.1,55269689023,5723991011305,平淡期
2026-03-18,莎普爱思,7.8,挂涨停价排队·尾盘开缝成交,126124496400,983771071920,2026-03-19,尾盘14:50,7.47,没涨停→尾盘兑现,-41621083812,1444440795.0,-43065524607,6665434386922,平淡期
2026-03-20,豪鹏科技,51.508,挂涨停价排队·尾盘开缝成交,43135269500,2221811461406,2026-03-23,尾盘14:50,52.41,没涨停→尾盘兑现,38864877820,3361865850.5,35503011969,5221396116058,恐慌期
2026-03-20,广西能源,4.85200832,挂涨停价排队·尾盘开缝成交,305277226200,1481207641429,2026-03-23,尾盘14:50,5.05,没涨停→尾盘兑现,60705231206,2267340385.5,58437890821,6762152554038,恐慌期
2026-03-23,芯能科技,12.45969452,挂涨停价排队·尾盘开缝成交,120604928500,1502700566716,2026-03-24,尾盘14:50,13.07,没涨停→尾盘兑现,73129854895,2308898241.2,70820956654,4580049684948,恐慌期
2026-03-23,浙江新能,10.72377108,挂涨停价排队·尾盘开缝成交,210191996300,2254050851169,2026-03-25,次日早盘9:30,11.61,又涨停→隔夜后早盘兑现,186441009065,3520907033.6,182920102032,4474239133123,恐慌期
2026-03-24,福晶科技,64.70551384,挂涨停价排队·尾盘开缝成交,15729553100,1017788815809,2026-03-25,尾盘14:50,67.26,没涨停→尾盘兑现,40215146913,1556844583.9,38658302329,5531449592873,平淡期
2026-03-24,湖南发展,15.0577194,挂涨停价排队·尾盘开缝成交,101388742000,1526683227355,2026-03-26,次日早盘9:30,17.72,又涨停→隔夜后早盘兑现,269771291664,2492353309.8,267278938354,4253529220366,平淡期
2026-03-25,宝新能源,5.40106116,挂涨停价排队·尾盘开缝成交,341380420600,1843816530487,2026-03-26,尾盘14:50,5.55,没涨停→尾盘兑现,49299907232,2802699726.2,46497207506,6145225820757,平淡期
2026-03-25,甘肃能源,9.013089,挂涨停价排队·尾盘开缝成交,136380659300,1229211020150,2026-03-26,尾盘14:50,8.73,没涨停→尾盘兑现,-38537426578,1814913460.3,-40352340038,7335006409133,平淡期
2026-03-26,惠天热电,4.9,挂涨停价排队·尾盘开缝成交,498980027800,2445002136220,2026-03-27,尾盘14:50,4.86,没涨停→尾盘兑现,-19959201112,3652533803.5,-23611734915,4596559386200,平淡期
2026-03-26,远程股份,5.95256974,挂涨停价排队·尾盘开缝成交,273831554300,1630001423983,2026-03-27,尾盘14:50,5.88,没涨停→尾盘兑现,-19080284227,2430691922.8,-21510976150,6206272335102,平淡期
2026-03-26,新宝股份,14.39888898,挂涨停价排队·尾盘开缝成交,75468851600,1086667615636,2026-03-27,尾盘14:50,14.51,没涨停→尾盘兑现,8092988336,1636071164.7,6456917171,7300211868621,平淡期
2026-03-27,川能动力,16.16,挂涨停价排队·尾盘开缝成交,150581927900,2433403954864,2026-03-30,尾盘14:50,17.15,没涨停→尾盘兑现,149076108621,3761913013.8,145314195607,4743568943380,平淡期
2026-03-27,天原股份,6.31,挂涨停价排队·尾盘开缝成交,257094976900,1622269304239,2026-03-30,次日早盘9:30,6.11,又涨停→隔夜后早盘兑现,-51418995380,2394839709.8,-53813835090,6313241114507,平淡期
2026-03-27,山东矿机,3.64547712,挂涨停价排队·尾盘开缝成交,296672516100,1081512869575,2026-03-30,次日早盘9:30,3.58,又涨停→隔夜后早盘兑现,-20684672369,1606755800.1,-22291428169,7373273690566,平淡期
2026-03-30,亚太药业,7.18,挂涨停价排队·尾盘开缝成交,342306113700,2457757896366,2026-03-31,尾盘14:50,7.43,没涨停→尾盘兑现,85576528425,3750819240.9,81825709184,7456942718172,平淡期
2026-03-31,富奥股份,5.35951752,挂涨停价排队·尾盘开缝成交,463781966000,2485647572237,2026-04-01,尾盘14:50,5.01,没涨停→尾盘兑现,-160941209713,3607765451.1,-164548975164,4532427343822,妖股期
2026-03-31,襄阳轴承,12.64,挂涨停价排队·尾盘开缝成交,131099555500,1657098381520,2026-04-01,尾盘14:50,12.97,没涨停→尾盘兑现,43262853315,2518094712.3,40744758603,6231513307731,妖股期
2026-03-31,钱江摩托,15.8561706,挂涨停价排队·尾盘开缝成交,69672071600,1104732253345,2026-04-01,尾盘14:50,15.08,没涨停→尾盘兑现,-54341958473,1616341911.2,-55958300384,7281115809882,妖股期
2026-04-01,齐翔腾达,6.51,挂涨停价排队·尾盘开缝成交,248544659800,1618025735298,2026-04-02,尾盘14:50,6.3,没涨停→尾盘兑现,-52194378558,2387892819.0,-54582271377,3722024631617,平淡期
2026-04-01,中京电子,12.29,挂涨停价排队·尾盘开缝成交,87769228900,1078683823181,2026-04-02,尾盘14:50,12.17,没涨停→尾盘兑现,-10532307468,1610126504.2,-12142433972,4789375033694,平淡期
2026-04-01,北大医药,6.56,挂涨停价排队·尾盘开缝成交,369975396800,2427038603008,2026-04-03,次日早盘9:30,7.4,又涨停→隔夜后早盘兑现,310779333312,3873642404.5,306905690908,4864375700340,平淡期
2026-04-02,乐山电力,12.6243896,挂涨停价排队·尾盘开缝成交,84305506700,1064305562006,2026-04-03,尾盘14:50,11.37,没涨停→尾盘兑现,-106093750643,1516888030.0,-107610638673,5821868852845,平淡期
2026-04-02,汇源通信,17.15,挂涨停价排队·尾盘开缝成交,93087950100,1596458344215,2026-04-07,次日早盘9:30,20.76,又涨停→隔夜后早盘兑现,336047499861,2646723141.2,333400776720,5812302367513,平淡期
2026-04-03,圣泉集团,32.08442592,挂涨停价排队·尾盘开缝成交,60484889300,1940622950025,2026-04-08,次日早盘9:30,35.62,又涨停→隔夜后早盘兑现,213630093481,3071156995.1,210558936486,4735882850727,恐慌期
2026-04-07,深粮控股,7.68726896,挂涨停价排队·尾盘开缝成交,252031525400,1937434122149,2026-04-08,尾盘14:50,7.82,没涨停→尾盘兑现,34597037896,2932098961.6,31664938934,6706434987402,主线期
2026-04-07,泰达股份,4.2,挂涨停价排队·尾盘开缝成交,307529225800,1291622748360,2026-04-08,尾盘14:50,4.22,没涨停→尾盘兑现,6150584516,1942047060.9,4208537455,8003234990278,主线期
2026-04-08,创元科技,13.89767816,挂涨停价排队·尾盘开缝成交,191956164600,2667744996439,2026-04-09,尾盘14:50,13.9,没涨停→尾盘兑现,0,4001617494.7,-4001617495,5037073074706,主线期
2026-04-08,ST合力泰,2.46,挂涨停价排队·尾盘开缝成交,481977416000,1185664443360,2026-04-09,尾盘14:50,2.57,没涨停→尾盘兑现,53017515760,1818259801.9,51199255958,6274826022356,主线期
2026-04-08,大为股份,29.55,挂涨停价排队·尾盘开缝成交,60186012300,1778496663465,2026-04-10,次日早盘9:30,33.09,又涨停→隔夜后早盘兑现,213058483542,2827538857.9,210230944684,4778873048242,主线期
2026-04-09,安洁科技,15.60750975,挂涨停价排队·尾盘开缝成交,134012966000,2091608673471,2026-04-10,尾盘14:50,15.33,没涨停→尾盘兑现,-37184154195,3109524894.6,-40293679090,6831756749129,平淡期
2026-04-09,恒铭达,64.93208238,挂涨停价排队·尾盘开缝成交,21474835400,1394405781290,2026-04-10,尾盘14:50,66.96,没涨停→尾盘兑现,43535166725,2124260047.0,41410906678,8268619241433,平淡期
2026-04-10,隆基机械,8.57077185,挂涨停价排队·尾盘开缝成交,321582053700,2756206413317,2026-04-13,尾盘14:50,8.33,没涨停→尾盘兑现,-76296371303,4077087341.5,-80373458644,5127861367218,妖股期
2026-04-10,凌云股份,10.49599408,挂涨停价排队·尾盘开缝成交,175064022300,1837470941682,2026-04-13,尾盘14:50,11.16,没涨停→尾盘兑现,115799836918,2843056290.2,112956780628,7079667192733,妖股期
2026-04-10,南京医药,5.85334475,挂涨停价排队·尾盘开缝成交,209278742500,1224980628699,2026-04-13,尾盘14:50,5.67,没涨停→尾盘兑现,-38470466025,1808618093.5,-40279084119,8265287472785,妖股期
2026-04-13,洪田股份,47.97,挂涨停价排队·尾盘开缝成交,57433725700,2755095821829,2026-04-14,尾盘14:50,48.41,没涨停→尾盘兑现,25270839308,4151596862.2,21119242446,8288473037097,平淡期
2026-04-14,南山控股,2.74,挂涨停价排队·尾盘开缝成交,1008330053100,2762824345494,2026-04-15,尾盘14:50,2.69,没涨停→尾盘兑现,-50416502655,4106424141.2,-54522926796,5166217400795,平淡期
2026-04-14,航天长峰,19.23,挂涨停价排队·尾盘开缝成交,63854494600,1227921931158,2026-04-15,尾盘14:50,19.94,没涨停→尾盘兑现,45336691166,1875885415.1,43460805751,6438521079152,平淡期
2026-04-14,汇通能源,29.35349762,挂涨停价排队·尾盘开缝成交,62748328000,1841882896607,2026-04-16,次日早盘9:30,31.96,又涨停→隔夜后早盘兑现,163569729845,2885501642.3,160684228203,4865513462405,平淡期
2026-04-15,华菱线缆,21.335,挂涨停价排队·尾盘开缝成交,100594032900,2146173691922,2026-04-16,尾盘14:50,22.14,没涨停→尾盘兑现,80475226320,3279616957.6,77195609362,7090492393958,平淡期
2026-04-15,海正药业,11.16557144,挂涨停价排队·尾盘开缝成交,128142340900,1430782461808,2026-04-16,尾盘14:50,11.3,没涨停→尾盘兑现,17586439390,2159363522.3,15427075868,8537775018480,平淡期
2026-04-16,苏常柴A,6.718,挂涨停价排队·尾盘开缝成交,423626824300,2845925005647,2026-04-17,尾盘14:50,6.59,没涨停→尾盘兑现,-55071487159,4227583893.1,-59299071052,5318471495882,平淡期
2026-04-16,劲旅环境,19.529,挂涨停价排队·尾盘开缝成交,97152098800,1897283337465,2026-04-17,次日早盘9:30,19.74,又涨停→隔夜后早盘兑现,20790549143,2861517918.1,17929031225,7235106827075,平淡期
2026-04-16,联合精密,22.28017012,挂涨停价排队·尾盘开缝成交,56770462300,1264855557835,2026-04-17,尾盘14:50,23.46,没涨停→尾盘兑现,66996178239,1947530470.4,65048647768,8565959674347,平淡期
2026-04-17,海亮股份,17.28776419,挂涨停价排队·尾盘开缝成交,165164208600,2855319890905,2026-04-20,尾盘14:50,17.8,没涨停→尾盘兑现,85380468273,4347015187.6,81033453086,5476556960856,主线期
2026-04-17,*ST春兴,3.44,挂涨停价排队·尾盘开缝成交,553356568100,1903546594264,2026-04-20,尾盘14:50,3.47,没涨停→尾盘兑现,16600697043,2867770414.2,13732926629,7395264141694,主线期
2026-04-17,良信股份,11.02079762,挂涨停价排队·尾盘开缝成交,115148749300,1269031062231,2026-04-20,尾盘14:50,10.9,没涨停→尾盘兑现,-13584632245,1893358119.2,-15477990364,8649768986858,主线期
2026-04-20,长虹华意,7.47643692,挂涨停价排队·尾盘开缝成交,385645777500,2883256328943,2026-04-21,尾盘14:50,7.63,没涨停→尾盘兑现,59219642186,4369299225.1,54850342961,5503163630409,平淡期
2026-04-20,九阳股份,11.1,挂涨停价排队·尾盘开缝成交,173168548200,1922170885020,2026-04-21,尾盘14:50,10.54,没涨停→尾盘兑现,-96974386992,2810525537.3,-99784912529,7326991231063,平淡期
2026-04-20,天奥电子,20.76332317,挂涨停价排队·尾盘开缝成交,61716867100,1281447256637,2026-04-21,尾盘14:50,20.45,没涨停→尾盘兑现,-19089315212,1907853898.5,-20997169110,8588402404032,平淡期
2026-04-21,众泰汽车,2.38,挂涨停价排队·尾盘开缝成交,1202857479500,2862800801210,2026-04-22,尾盘14:50,2.39,没涨停→尾盘兑现,12028574795,4303222632.9,7725352162,5417385078540,平淡期
2026-04-21,英联股份,16.26476679,挂涨停价排队·尾盘开缝成交,117341606600,1908533866113,2026-04-22,尾盘14:50,16.64,没涨停→尾盘兑现,44520740892,2896191354.8,41624549537,7368974894589,平淡期
2026-04-21,阳光照明,3.91345966,挂涨停价排队·尾盘开缝成交,325123042700,1272355912143,2026-04-22,尾盘14:50,3.9,没涨停→尾盘兑现,-3126181602,1906189232.0,-5032370834,8637252702832,平淡期
2026-04-22,ST同德,6.92,挂涨停价排队·尾盘开缝成交,416052635000,2879084234200,2026-04-23,尾盘14:50,6.4,没涨停→尾盘兑现,-216347370200,4156365823.7,-220503736024,5219925797568,平淡期
2026-04-22,史丹利,11.32284896,挂涨停价排队·尾盘开缝成交,169514712800,1919389489532,2026-04-23,次日早盘9:30,11.46,又涨停→隔夜后早盘兑现,23006380868,2896339019.9,20110041848,7160864871065,平淡期
2026-04-22,中新集团,10.04841888,挂涨停价排队·尾盘开缝成交,127342720100,1279592992883,2026-04-24,次日早盘9:30,10.52,又涨停→隔夜后早盘兑现,59515953157,1964026454.2,57551926703,6112014532449,平淡期
2026-04-23,亿道信息,48.322,挂涨停价排队·尾盘开缝成交,49396857600,2386954952947,2026-04-24,尾盘14:50,48.28,没涨停→尾盘兑现,-1975874304,3578950523.7,-5554824828,8495204876783,平淡期
2026-04-24,浙商中拓,6.22009908,挂涨停价排队·尾盘开缝成交,455255603200,2831734958629,2026-04-27,尾盘14:50,6.3,没涨停→尾盘兑现,35619307656,4274316918.7,31344990737,5382301492069,恐慌期
2026-04-24,南极电商,3.01671216,挂涨停价排队·尾盘开缝成交,625788343700,1887823306026,2026-04-27,尾盘14:50,3.05,没涨停→尾盘兑现,18387889344,2845525876.0,15542363468,7287083029043,恐慌期
2026-04-24,日海智能,9.64,挂涨停价排队·尾盘开缝成交,130554862100,1258548870644,2026-04-27,尾盘14:50,9.2,没涨停→尾盘兑现,-57444139324,1844740201.5,-59288879525,8487286931815,恐慌期
2026-04-27,七匹狼,11.034,挂涨停价排队·尾盘开缝成交,256398010100,2829095643443,2026-04-28,尾盘14:50,11.0,没涨停→尾盘兑现,-7691940303,4237874509.9,-11929814813,5334039335518,恐慌期
2026-04-27,天津普林,24.98,挂涨停价排队·尾盘开缝成交,75502952800,1886063760944,2026-04-28,尾盘14:50,25.15,没涨停→尾盘兑现,12835501976,2838722267.9,9996779708,7231514423991,恐慌期
2026-04-27,飞马国际,2.74,挂涨停价排队·尾盘开缝成交,458896292800,1257375842272,2026-04-29,次日早盘9:30,3.29,又涨停→隔夜后早盘兑现,252392961040,2075358484.2,250317602556,4722642888586,恐慌期
2026-04-28,中晶科技,31.122076,挂涨停价排队·尾盘开缝成交,77453213800,2410504806328,2026-04-29,尾盘14:50,32.59,没涨停→尾盘兑现,113924034575,3701200235.4,110222834339,7245178407857,妖股期
2026-04-28,宝光股份,13.82546088,挂涨停价排队·尾盘开缝成交,116235055000,1607003205787,2026-04-30,次日早盘9:30,16.46,又涨停→隔夜后早盘兑现,306095848721,2640076695.2,303455772026,5131743525122,妖股期
2026-04-29,黑芝麻,5.18,挂涨停价排队·尾盘开缝成交,466227696700,2415059468906,2026-04-30,尾盘14:50,5.14,没涨停→尾盘兑现,-18649107868,3608602372.5,-22257710240,7526356578389,平淡期
2026-04-29,雅化集团,30.221,挂涨停价排队·尾盘开缝成交,53275525100,1610039644047,2026-04-30,尾盘14:50,30.61,没涨停→尾盘兑现,20777454789,2430642557.2,18346812232,9155950564401,平淡期
2026-04-30,全新好,15.51,挂涨停价排队·尾盘开缝成交,196775210900,3051983521059,2026-05-06,尾盘14:50,15.97,没涨停→尾盘兑现,90516597014,4645862729.3,85870734285,5853017486164,平淡期
2026-04-30,汉钟精机,27.18566191,挂涨停价排队·尾盘开缝成交,74842970000,2034655678760,2026-05-07,次日早盘9:30,30.21,又涨停→隔夜后早盘兑现,226236614770,3221660979.2,223014953791,6161208282594,平淡期
2026-04-30,华软科技,5.61,挂涨停价排队·尾盘开缝成交,241789148200,1356437121402,2026-05-07,次日早盘9:30,6.23,又涨停→隔夜后早盘兑现,149909271884,2147087636.0,147762184248,7666424916085,平淡期
2026-05-06,同洲电子,11.1,挂涨停价排队·尾盘开缝成交,175766290800,1951005827880,2026-05-07,尾盘14:50,11.23,没涨停→尾盘兑现,22849617804,2943645955.2,19905971849,9638799970185,平淡期
2026-05-07,模塑科技,13.56,挂涨停价排队·尾盘开缝成交,236941985500,3212933323380,2026-05-08,尾盘14:50,14.5,没涨停→尾盘兑现,222725466370,4986444084.8,217739022285,6289022778707,主线期
2026-05-07,超声电子,17.11238904,挂涨停价排队·尾盘开缝成交,125169872100,2141955547462,2026-05-08,尾盘14:50,17.38,没涨停→尾盘兑现,33410051867,3237990860.1,30172061007,8462756853836,主线期
2026-05-07,巨轮智能,6.42,挂涨停价排队·尾盘开缝成交,222425290700,1427970366294,2026-05-11,次日早盘9:30,7.36,又涨停→隔夜后早盘兑现,209079773258,2298765379.4,206781007879,5397047620743,主线期
2026-05-08,榕基软件,8.34,挂涨停价排队·尾盘开缝成交,225493121600,1880612634144,2026-05-11,尾盘14:50,8.28,没涨停→尾盘兑现,-13529587296,2810771760.7,-16340359057,7262730355306,主线期
