信号日,代码,名称,板块,买入价,卖出日,卖出价,收益%,持有交易日,卖出方式,当时周期
2023-11-06,000070,特发信息,C39计算机、通信和其他电子设备制造业,9.21,2023-11-07,9.33,1.15,1,没涨停→尾盘卖,妖股期
2023-11-06,000892,欢瑞世纪,R87广播、电视、电影和录音制作业,4.24,2023-11-07,4.13,-2.74,1,没涨停→尾盘卖,妖股期
2023-11-06,002291,遥望科技,I64互联网和相关服务,9.81,2023-11-07,10.08,2.6,1,没涨停→尾盘卖,妖股期
2023-11-07,002055,ST得润,C39计算机、通信和其他电子设备制造业,10.76,2023-11-08,10.46,-2.94,1,没涨停→尾盘卖,平淡期
2023-11-07,000056,*ST皇庭,L72商务服务业,3.4,2023-11-09,4.11,20.73,2,再涨停→次日早盘卖,平淡期
2023-11-07,002712,思美传媒,L72商务服务业,6.9,2023-11-09,7.21,4.34,2,再涨停→次日早盘卖,平淡期
2023-11-10,002263,大东南,C29橡胶和塑料制品业,2.83,2023-11-13,2.78,-1.92,1,没涨停→尾盘卖,平淡期
2023-11-10,002824,和胜股份,C36汽车制造业,18.9585308,2023-11-13,20.43,7.61,1,没涨停→尾盘卖,平淡期
2023-11-10,000572,海马汽车,C36汽车制造业,4.91,2023-11-14,5.34,8.61,2,再涨停→次日早盘卖,平淡期
2023-11-13,002593,日上集团,C36汽车制造业,4.30472064,2023-11-14,4.15,-3.74,1,没涨停→尾盘卖,平淡期
2023-11-13,603926,铁流股份,C36汽车制造业,11.70357132,2023-11-14,11.26,-3.98,1,没涨停→尾盘卖,平淡期
2023-11-14,003029,吉大正元,I65软件和信息技术服务业,23.84,2023-11-15,23.75,-0.53,1,没涨停→尾盘卖,平淡期
2023-11-14,600817,宇通重工,C35专用设备制造业,8.8274736,2023-11-15,9.34,5.68,1,没涨停→尾盘卖,平淡期
2023-11-14,002881,美格智能,C39计算机、通信和其他电子设备制造业,29.52158763,2023-11-16,31.21,5.58,2,再涨停→次日早盘卖,平淡期
2023-11-15,002141,贤丰控股,C38电气机械和器材制造业,3.41,2023-11-16,3.41,-0.15,1,没涨停→尾盘卖,平淡期
2023-11-15,002150,正泰电源,C38电气机械和器材制造业,15.16620872,2023-11-16,14.69,-3.26,1,没涨停→尾盘卖,平淡期
2023-11-17,002741,光华科技,C39计算机、通信和其他电子设备制造业,16.63691046,2023-11-20,16.45,-1.29,1,没涨停→尾盘卖,平淡期
2023-11-17,002813,路畅科技,C39计算机、通信和其他电子设备制造业,37.94,2023-11-20,38.05,0.14,1,没涨停→尾盘卖,平淡期
2023-11-17,002983,芯瑞达,C39计算机、通信和其他电子设备制造业,25.817616,2023-11-20,26.65,3.09,1,没涨停→尾盘卖,平淡期
2023-11-20,002470,金正大,C26化学原料和化学制品制造业,1.88,2023-11-21,1.88,-0.15,1,没涨停→尾盘卖,妖股期
2023-11-20,002520,日发精机,C34通用设备制造业,6.71,2023-11-21,6.91,2.83,1,没涨停→尾盘卖,妖股期
2023-11-20,600152,维科技术,C38电气机械和器材制造业,8.59,2023-11-21,8.8,2.29,1,没涨停→尾盘卖,妖股期
2023-11-21,600113,浙江东日,L72商务服务业,8.59436305,2023-11-22,9.03,4.91,1,没涨停→尾盘卖,妖股期
2023-11-21,603992,松霖科技,C29橡胶和塑料制品业,17.86103828,2023-11-22,17.19,-3.93,1,没涨停→尾盘卖,妖股期
2023-11-21,000006,深振业A,K70房地产业,4.96,2023-11-23,5.3,6.7,2,再涨停→次日早盘卖,妖股期
2023-11-22,002183,怡亚通,L72商务服务业,4.91170368,2023-11-23,4.84,-1.57,1,没涨停→尾盘卖,妖股期
2023-11-23,600698,湖南天雁,C36汽车制造业,5.62,2023-11-24,5.55,-1.4,1,没涨停→尾盘卖,平淡期
2023-11-23,603029,天鹅股份,C35专用设备制造业,22.05396204,2023-11-24,21.49,-2.7,1,没涨停→尾盘卖,平淡期
2023-11-23,600513,联环药业,C27医药制造业,11.5368239,2023-11-27,13.96,20.86,2,再涨停→次日早盘卖,平淡期
2023-11-24,600148,长春一东,C36汽车制造业,20.1977083,2023-11-27,19.48,-3.7,1,没涨停→尾盘卖,平淡期
2023-11-24,600789,鲁抗医药,C27医药制造业,7.94552306,2023-11-27,8.06,1.31,1,没涨停→尾盘卖,平淡期
2023-11-27,002979,雷赛智能,C40仪器仪表制造业,20.21559947,2023-11-28,21.04,3.93,1,没涨停→尾盘卖,平淡期
2023-11-27,603011,合锻智能,C34通用设备制造业,7.84,2023-11-28,7.95,1.25,1,没涨停→尾盘卖,平淡期
2023-11-27,000903,ST云动,C34通用设备制造业,2.9,2023-11-29,3.51,20.88,2,再涨停→次日早盘卖,平淡期
2023-11-28,002806,华锋股份,C39计算机、通信和其他电子设备制造业,13.89,2023-11-29,13.65,-1.88,1,没涨停→尾盘卖,平淡期
2023-11-28,002870,香山股份,C36汽车制造业,38.3527062,2023-11-29,37.43,-2.55,1,没涨停→尾盘卖,平淡期
2023-11-29,000576,甘化科工,C39计算机、通信和其他电子设备制造业,10.76,2023-11-30,10.24,-4.98,1,没涨停→尾盘卖,恐慌期
2023-11-30,601798,蓝科高新,C35专用设备制造业,8.14,2023-12-01,7.71,-5.43,1,没涨停→尾盘卖,平淡期
2023-11-30,605018,长华集团,C36汽车制造业,12.89053308,2023-12-01,12.42,-3.79,1,没涨停→尾盘卖,平淡期
2023-12-01,000151,中成股份,F51批发业,12.65,2023-12-04,12.85,1.43,1,没涨停→尾盘卖,妖股期
2023-12-01,002174,游族网络,I64互联网和相关服务,12.5577136,2023-12-04,13.26,5.47,1,没涨停→尾盘卖,妖股期
2023-12-01,002575,群兴玩具,F51批发业,6.77,2023-12-04,6.61,-2.51,1,没涨停→尾盘卖,妖股期
2023-12-04,000626,远大控股,F51批发业,8.06,2023-12-05,7.79,-3.5,1,没涨停→尾盘卖,妖股期
2023-12-04,002189,中光学,C39计算机、通信和其他电子设备制造业,22.22,2023-12-05,20.89,-6.14,1,没涨停→尾盘卖,妖股期
2023-12-04,002199,东晶电子,C39计算机、通信和其他电子设备制造业,9.82,2023-12-05,9.65,-1.88,1,没涨停→尾盘卖,妖股期
2023-12-05,603696,安记食品,C14食品制造业,11.17161342,2023-12-06,10.51,-6.1,1,没涨停→尾盘卖,平淡期
2023-12-06,002955,鸿合科技,C39计算机、通信和其他电子设备制造业,29.19568338,2023-12-07,29.97,2.51,1,没涨停→尾盘卖,平淡期
2023-12-06,600375,汉马科技,C36汽车制造业,6.42781476,2023-12-07,6.22,-3.37,1,没涨停→尾盘卖,平淡期
2023-12-07,603660,苏州科达,C39计算机、通信和其他电子设备制造业,7.3,2023-12-11,8.83,20.81,2,再涨停→次日早盘卖,平淡期
2023-12-08,002878,元隆雅图,L72商务服务业,20.44608696,2023-12-11,20.25,-1.12,1,没涨停→尾盘卖,平淡期
2023-12-08,002913,奥士康,C39计算机、通信和其他电子设备制造业,31.07394472,2023-12-11,31.84,2.33,1,没涨停→尾盘卖,平淡期
2023-12-11,601019,山东出版,R86新闻和出版业,8.99566191,2023-12-12,9.14,1.44,1,没涨停→尾盘卖,平淡期
2023-12-11,600712,南宁百货,F52零售业,4.9,2023-12-13,5.93,20.87,2,再涨停→次日早盘卖,平淡期
2023-12-12,002587,奥拓电子,C39计算机、通信和其他电子设备制造业,7.442376,2023-12-13,7.2,-3.44,1,没涨停→尾盘卖,平淡期
2023-12-12,002362,汉王科技,C39计算机、通信和其他电子设备制造业,26.94,2023-12-14,28.91,7.16,2,再涨停→次日早盘卖,平淡期
2023-12-13,000722,湖南发展,D44电力、热力生产和供应业,10.61845225,2023-12-14,10.59,-0.43,1,没涨停→尾盘卖,平淡期
2023-12-13,000919,金陵药业,C27医药制造业,8.80261407,2023-12-14,8.79,-0.26,1,没涨停→尾盘卖,平淡期
2023-12-14,600180,*ST瑞茂,F51批发业,6.64270192,2023-12-15,6.41,-3.64,1,没涨停→尾盘卖,平淡期
2023-12-14,600336,澳柯玛,C38电气机械和器材制造业,6.12483256,2023-12-15,5.91,-3.72,1,没涨停→尾盘卖,平淡期
2023-12-14,600149,廊坊发展,D44电力、热力生产和供应业,6.2,2023-12-18,7.25,16.79,2,再涨停→次日早盘卖,平淡期
2023-12-15,002127,南极电商,L72商务服务业,3.67337368,2023-12-18,3.76,2.16,1,没涨停→尾盘卖,妖股期
2023-12-15,603693,江苏新能,D44电力、热力生产和供应业,11.8068418,2023-12-18,11.27,-4.73,1,没涨停→尾盘卖,妖股期
2023-12-20,000810,创维数字,C39计算机、通信和其他电子设备制造业,14.041792,2023-12-21,13.89,-1.25,1,没涨停→尾盘卖,平淡期
2023-12-20,603722,阿科力,C26化学原料和化学制品制造业,46.20096584,2023-12-21,45.68,-1.27,1,没涨停→尾盘卖,平淡期
2023-12-21,002613,北玻股份,C35专用设备制造业,4.73967612,2023-12-22,4.64,-2.21,1,没涨停→尾盘卖,平淡期
2023-12-21,605117,德业股份,C38电气机械和器材制造业,22.291369,2023-12-22,24.39,9.27,1,没涨停→尾盘卖,平淡期
2023-12-21,603628,清源股份,C38电气机械和器材制造业,11.63005215,2023-12-25,13.25,13.77,2,再涨停→次日早盘卖,平淡期
2023-12-22,003028,振邦智能,C39计算机、通信和其他电子设备制造业,31.35004296,2023-12-25,32.73,4.26,1,没涨停→尾盘卖,恐慌期
2023-12-25,002635,安洁科技,C39计算机、通信和其他电子设备制造业,15.46393695,2023-12-26,15.36,-0.83,1,没涨停→尾盘卖,恐慌期
2023-12-25,603949,雪龙集团,C36汽车制造业,19.1632518,2023-12-26,18.7,-2.56,1,没涨停→尾盘卖,恐慌期
2023-12-26,000422,湖北宜化,C26化学原料和化学制品制造业,9.29213124,2023-12-27,9.91,6.54,1,没涨停→尾盘卖,平淡期
2023-12-26,002442,龙星科技,C26化学原料和化学制品制造业,6.38067588,2023-12-27,5.84,-8.68,1,没涨停→尾盘卖,平淡期
2023-12-26,002632,道明光学,C26化学原料和化学制品制造业,7.78375978,2023-12-27,7.86,0.78,1,没涨停→尾盘卖,平淡期
2023-12-27,603530,神马电力,C38电气机械和器材制造业,16.54471066,2023-12-29,20.02,20.85,2,再涨停→次日早盘卖,平淡期
2023-12-28,002709,天赐材料,C39计算机、通信和其他电子设备制造业,24.16380936,2023-12-29,24.35,0.61,1,没涨停→尾盘卖,妖股期
2023-12-28,002529,海源复材,C34通用设备制造业,11.53,2024-01-02,12.85,11.3,2,再涨停→次日早盘卖,妖股期
2023-12-29,000016,*ST康佳A,C39计算机、通信和其他电子设备制造业,4.17,2024-01-02,4.03,-3.51,1,没涨停→尾盘卖,平淡期
2023-12-29,000595,新能股份,C34通用设备制造业,5.18,2024-01-03,6.27,20.89,2,再涨停→次日早盘卖,平淡期
2024-01-02,000678,襄阳轴承,C36汽车制造业,7.12,2024-01-03,6.96,-2.4,1,没涨停→尾盘卖,妖股期
2024-01-02,000698,ST沈化,C26化学原料和化学制品制造业,4.64,2024-01-04,5.15,10.84,2,再涨停→次日早盘卖,妖股期
2024-01-04,002432,九安医疗,C35专用设备制造业,41.0337495,2024-01-05,42.13,2.52,1,没涨停→尾盘卖,平淡期
2024-01-04,002758,浙农股份,F51批发业,10.29434005,2024-01-05,9.79,-5.04,1,没涨停→尾盘卖,平淡期
2024-01-08,603977,国泰集团,C26化学原料和化学制品制造业,10.666414,2024-01-09,10.5,-1.7,1,没涨停→尾盘卖,恐慌期
2024-01-09,002611,东方精工,C35专用设备制造业,5.12958356,2024-01-10,5.01,-2.43,1,没涨停→尾盘卖,平淡期
2024-01-09,603095,越剑智能,C35专用设备制造业,12.00307032,2024-01-10,11.45,-4.78,1,没涨停→尾盘卖,平淡期
2024-01-09,603199,九华旅游,N78公共设施管理业,27.75216952,2024-01-10,26.86,-3.36,1,没涨停→尾盘卖,平淡期
2024-01-10,002326,永太科技,C26化学原料和化学制品制造业,11.5,2024-01-11,11.78,2.28,1,没涨停→尾盘卖,平淡期
2024-01-10,002665,ST航高,,2.72,2024-01-11,2.76,1.32,1,没涨停→尾盘卖,平淡期
2024-01-10,000982,中银绒业,,1.56,2024-01-12,1.73,10.75,2,再涨停→次日早盘卖,平淡期
2024-01-11,002250,联化科技,C26化学原料和化学制品制造业,7.24244387,2024-01-12,7.26,0.12,1,没涨停→尾盘卖,妖股期
2024-01-11,600220,ST阳光,,2.2,2024-01-12,2.13,-3.33,1,没涨停→尾盘卖,妖股期
2024-01-12,002606,大连电瓷,C38电气机械和器材制造业,8.56187643,2024-01-15,8.5,-0.84,1,没涨停→尾盘卖,平淡期
2024-01-12,603109,神驰机电,C38电气机械和器材制造业,17.09440821,2024-01-15,17.39,1.58,1,没涨停→尾盘卖,平淡期
2024-01-15,603192,汇得科技,C26化学原料和化学制品制造业,20.55527026,2024-01-16,20.89,1.48,1,没涨停→尾盘卖,平淡期
2024-01-16,605366,宏柏新材,C26化学原料和化学制品制造业,8.88141615,2024-01-18,9.23,3.76,2,再涨停→次日早盘卖,平淡期
2024-01-16,605399,晨光新材,C26化学原料和化学制品制造业,13.70700856,2024-01-18,15.74,14.71,2,再涨停→次日早盘卖,平淡期
2024-01-17,002731,*ST萃华,C24文教、工美、体育和娱乐用品制造业,12.55827825,2024-01-18,11.91,-5.33,1,没涨停→尾盘卖,平淡期
2024-01-19,600935,华塑股份,C26化学原料和化学制品制造业,3.42,2024-01-22,3.57,4.24,1,没涨停→尾盘卖,恐慌期
2024-01-23,603983,丸美生物,C26化学原料和化学制品制造业,29.35105443,2024-01-24,28.81,-1.99,1,没涨停→尾盘卖,恐慌期
2024-01-23,600446,金证股份,I65软件和信息技术服务业,10.34486463,2024-01-25,11.42,10.22,2,再涨停→次日早盘卖,恐慌期
2024-01-24,600390,五矿资本,J69其他金融业,4.66766696,2024-01-25,4.89,4.6,1,没涨停→尾盘卖,妖股期
2024-01-24,600638,新黄浦,K70房地产业,5.13714075,2024-01-26,6.12,18.9,2,再涨停→次日早盘卖,妖股期
2024-01-25,002051,中工国际,E48土木工程建筑业,7.74006695,2024-01-26,7.9,1.96,1,没涨停→尾盘卖,妖股期
2024-01-25,002214,大立科技,C39计算机、通信和其他电子设备制造业,10.80504845,2024-01-26,10.99,1.6,1,没涨停→尾盘卖,妖股期
2024-01-26,000014,沙河股份,K70房地产业,12.96972534,2024-01-29,12.79,-1.51,1,没涨停→尾盘卖,妖股期
2024-01-26,000886,海南高速,G54道路运输业,4.64226549,2024-01-29,4.32,-7.16,1,没涨停→尾盘卖,妖股期
2024-01-26,600657,信达地产,K70房地产业,3.98,2024-01-29,3.83,-3.92,1,没涨停→尾盘卖,妖股期
2024-01-31,600551,时代出版,R86新闻和出版业,6.6290812,2024-02-01,6.21,-6.49,1,没涨停→尾盘卖,恐慌期
2024-01-31,603126,中材节能,M74专业技术服务业,7.44105096,2024-02-02,7.86,5.54,2,再涨停→次日早盘卖,恐慌期
2024-02-05,601038,一拖股份,C35专用设备制造业,12.89389056,2024-02-06,12.82,-0.73,1,没涨停→尾盘卖,恐慌期
2024-02-05,603638,艾迪精密,C35专用设备制造业,14.6130649,2024-02-06,15.17,3.66,1,没涨停→尾盘卖,恐慌期
2024-02-06,000066,中国长城,C39计算机、通信和其他电子设备制造业,8.27,2024-02-07,8.97,8.31,1,没涨停→尾盘卖,恐慌期
2024-02-06,000553,安道麦A,C26化学原料和化学制品制造业,5.82,2024-02-07,6.38,9.47,1,没涨停→尾盘卖,恐慌期
2024-02-06,000547,航天发展,C39计算机、通信和其他电子设备制造业,6.12,2024-02-08,6.84,11.61,2,再涨停→次日早盘卖,恐慌期
2024-02-07,000050,深天马A,C39计算机、通信和其他电子设备制造业,8.76,2024-02-08,9.18,4.64,1,没涨停→尾盘卖,恐慌期
2024-02-07,000818,航锦科技,C26化学原料和化学制品制造业,23.5924836,2024-02-19,28.14,19.14,2,再涨停→次日早盘卖,恐慌期
2024-02-08,000153,丰原药业,C27医药制造业,4.6374972,2024-02-19,4.81,3.64,1,没涨停→尾盘卖,妖股期
2024-02-08,000159,国际实业,F51批发业,4.17495371,2024-02-19,4.38,4.86,1,没涨停→尾盘卖,妖股期
2024-02-19,000056,*ST皇庭,L72商务服务业,2.09,2024-02-20,2.16,3.2,1,没涨停→尾盘卖,主线期
2024-02-19,000548,湖南投资,G54道路运输业,4.0435164,2024-02-20,3.93,-3.01,1,没涨停→尾盘卖,主线期
2024-02-19,000586,汇源通信,C38电气机械和器材制造业,7.44,2024-02-20,7.68,3.08,1,没涨停→尾盘卖,主线期
2024-02-20,002194,武汉凡谷,C39计算机、通信和其他电子设备制造业,8.35872624,2024-02-21,8.19,-2.15,1,没涨停→尾盘卖,妖股期
2024-02-20,603000,人民网,I64互联网和相关服务,25.04792112,2024-02-21,23.83,-5.03,1,没涨停→尾盘卖,妖股期
2024-02-20,603728,鸣志电器,C38电气机械和器材制造业,42.97234112,2024-02-21,42.85,-0.43,1,没涨停→尾盘卖,妖股期
2024-02-21,000572,海马汽车,C36汽车制造业,3.72,2024-02-22,3.7,-0.69,1,没涨停→尾盘卖,妖股期
2024-02-21,000836,ST富通,,1.84,2024-02-22,1.85,0.39,1,没涨停→尾盘卖,妖股期
2024-02-21,002141,贤丰控股,C38电气机械和器材制造业,1.76,2024-02-22,1.86,5.53,1,没涨停→尾盘卖,妖股期
2024-02-22,000509,华塑控股,C39计算机、通信和其他电子设备制造业,3.14,2024-02-23,3.24,3.03,1,没涨停→尾盘卖,主线期
2024-02-22,002253,川大智胜,I65软件和信息技术服务业,10.34,2024-02-23,11.02,6.43,1,没涨停→尾盘卖,主线期
2024-02-22,002916,深南电路,C39计算机、通信和其他电子设备制造业,46.69918207,2024-02-23,48.65,4.02,1,没涨停→尾盘卖,主线期
2024-02-23,000545,金浦钛业,C26化学原料和化学制品制造业,2.26,2024-02-26,2.32,2.5,1,没涨停→尾盘卖,妖股期
2024-02-23,002288,*ST超华,,2.96,2024-02-26,2.98,0.53,1,没涨停→尾盘卖,妖股期
2024-02-23,002336,人乐退,,9.19,2024-02-27,10.12,9.97,2,再涨停→次日早盘卖,妖股期
2024-02-26,000410,沈阳机床,C34通用设备制造业,7.19,2024-02-27,7.2,-0.01,1,没涨停→尾盘卖,主线期
2024-02-26,002026,山东威达,C38电气机械和器材制造业,7.86883188,2024-02-27,7.88,-0.03,1,没涨停→尾盘卖,主线期
2024-02-27,000733,振华科技,C39计算机、通信和其他电子设备制造业,52.03515837,2024-02-28,51.07,-2.0,1,没涨停→尾盘卖,主线期
2024-02-27,000980,众泰汽车,C36汽车制造业,2.73,2024-02-28,2.61,-4.55,1,没涨停→尾盘卖,主线期
2024-02-27,002406,远东传动,C36汽车制造业,5.75055558,2024-02-28,5.39,-6.37,1,没涨停→尾盘卖,主线期
2024-02-28,600127,金健米业,C13农副食品加工业,6.91,2024-02-29,7.18,3.76,1,没涨停→尾盘卖,恐慌期
2024-02-29,000801,四川九洲,C39计算机、通信和其他电子设备制造业,9.26222144,2024-03-01,9.8,5.68,1,没涨停→尾盘卖,主线期
2024-02-29,002338,奥普光电,C40仪器仪表制造业,28.54270992,2024-03-01,30.2,5.65,1,没涨停→尾盘卖,主线期
2024-02-29,002180,奔图科技,C39计算机、通信和其他电子设备制造业,23.43,2024-03-04,26.4,12.53,2,再涨停→次日早盘卖,主线期
2024-03-01,002227,*ST特迅,C38电气机械和器材制造业,9.55,2024-03-04,9.96,4.14,1,再涨停→次日早盘卖,平淡期
2024-03-01,002369,卓翼科技,C39计算机、通信和其他电子设备制造业,4.58,2024-03-05,5.13,11.86,2,再涨停→次日早盘卖,平淡期
2024-03-04,002156,通富微电,C39计算机、通信和其他电子设备制造业,25.0976614,2024-03-05,24.88,-1.02,1,没涨停→尾盘卖,主线期
2024-03-04,600839,四川长虹,C39计算机、通信和其他电子设备制造业,5.64760332,2024-03-05,5.5,-2.75,1,没涨停→尾盘卖,主线期
2024-03-06,002476,新叶股份,C26化学原料和化学制品制造业,5.0554128,2024-03-07,5.03,-0.74,1,没涨停→尾盘卖,妖股期
2024-03-06,002630,*ST华西,C34通用设备制造业,2.45,2024-03-07,2.38,-3.01,1,没涨停→尾盘卖,妖股期
2024-03-06,600458,时代新材,C29橡胶和塑料制品业,9.2872857,2024-03-07,9.03,-2.9,1,没涨停→尾盘卖,妖股期
2024-03-07,000551,创元科技,C35专用设备制造业,7.5266396,2024-03-08,7.49,-0.58,1,没涨停→尾盘卖,妖股期
2024-03-07,002480,新筑股份,C34通用设备制造业,4.2,2024-03-08,4.04,-3.96,1,没涨停→尾盘卖,妖股期
2024-03-07,000008,神州高铁,C37铁路、船舶、航空航天和其他运输设备制造业,2.34,2024-03-11,2.83,20.79,2,再涨停→次日早盘卖,妖股期
2024-03-08,002793,罗欣药业,C27医药制造业,4.52,2024-03-11,4.52,-0.15,1,没涨停→尾盘卖,平淡期
2024-03-08,603283,赛腾股份,C35专用设备制造业,44.1332947,2024-03-11,48.0,8.61,1,没涨停→尾盘卖,平淡期
2024-03-11,000913,钱江摩托,C37铁路、船舶、航空航天和其他运输设备制造业,12.17339214,2024-03-12,12.23,0.35,1,没涨停→尾盘卖,妖股期
2024-03-11,001301,尚太科技,C30非金属矿物制品业,22.5024072,2024-03-12,22.37,-0.76,1,没涨停→尾盘卖,妖股期
2024-03-11,002535,林州重机,C35专用设备制造业,4.84,2024-03-12,4.63,-4.49,1,没涨停→尾盘卖,妖股期
2024-03-12,000517,荣安地产,K70房地产业,2.15415025,2024-03-13,2.06,-4.64,1,没涨停→尾盘卖,妖股期
2024-03-12,000965,天保基建,K70房地产业,2.84320512,2024-03-13,2.89,1.59,1,没涨停→尾盘卖,妖股期
2024-03-12,001215,千味央厨,C14食品制造业,49.39254408,2024-03-13,49.27,-0.39,1,没涨停→尾盘卖,妖股期
2024-03-13,002190,成飞集成,C36汽车制造业,17.807526,2024-03-14,17.15,-3.85,1,没涨停→尾盘卖,妖股期
2024-03-13,002602,世纪华通,I64互联网和相关服务,5.28845733,2024-03-14,5.09,-3.92,1,没涨停→尾盘卖,妖股期
2024-03-13,600536,中国软件,I65软件和信息技术服务业,36.19,2024-03-14,34.28,-5.43,1,没涨停→尾盘卖,妖股期
2024-03-15,000981,山子高科,C36汽车制造业,1.55,2024-03-18,1.56,0.5,1,再涨停→次日早盘卖,妖股期
2024-03-15,002363,隆基机械,C36汽车制造业,7.05443445,2024-03-18,7.12,0.8,1,没涨停→尾盘卖,妖股期
2024-03-15,002470,金正大,C26化学原料和化学制品制造业,1.63,2024-03-18,1.6,-1.99,1,没涨停→尾盘卖,妖股期
2024-03-18,001309,德明利,C39计算机、通信和其他电子设备制造业,60.82597587,2024-03-19,63.16,3.69,1,没涨停→尾盘卖,妖股期
2024-03-18,603013,亚普股份,C36汽车制造业,16.23964606,2024-03-19,16.68,2.55,1,没涨停→尾盘卖,妖股期
2024-03-18,600841,动力新科,C34通用设备制造业,4.76,2024-03-20,5.76,20.86,2,再涨停→次日早盘卖,妖股期
2024-03-19,600152,维科技术,C38电气机械和器材制造业,6.44,2024-03-21,7.4,14.76,2,再涨停→次日早盘卖,妖股期
2024-03-20,603848,好太太,C33金属制品业,14.74829904,2024-03-21,14.26,-3.44,1,没涨停→尾盘卖,妖股期
2024-03-20,605005,合兴股份,C36汽车制造业,17.3791187,2024-03-21,17.11,-1.7,1,没涨停→尾盘卖,妖股期
2024-03-21,001201,东瑞股份,A03畜牧业,21.37,2024-03-22,22.21,3.78,1,没涨停→尾盘卖,妖股期
2024-03-21,002124,天邦食品,A03畜牧业,3.27,2024-03-22,3.46,5.66,1,没涨停→尾盘卖,妖股期
2024-03-21,002361,神剑股份,C26化学原料和化学制品制造业,3.83168132,2024-03-22,3.68,-4.17,1,没涨停→尾盘卖,妖股期
2024-03-22,002119,康强电子,C39计算机、通信和其他电子设备制造业,12.57406205,2024-03-25,11.78,-6.47,1,没涨停→尾盘卖,妖股期
2024-03-22,002388,新亚制程,C39计算机、通信和其他电子设备制造业,5.17,2024-03-25,4.8,-7.31,1,没涨停→尾盘卖,妖股期
2024-03-26,002151,北斗星通,C39计算机、通信和其他电子设备制造业,33.1134201,2024-03-27,29.81,-10.12,1,没涨停→尾盘卖,妖股期
2024-03-26,002953,日丰股份,C38电气机械和器材制造业,8.96217729,2024-03-27,8.52,-5.07,1,没涨停→尾盘卖,妖股期
2024-03-26,603031,安孚科技,C38电气机械和器材制造业,24.1408115,2024-03-28,26.51,9.68,2,再涨停→次日早盘卖,妖股期
2024-03-27,002847,盐津铺子,C14食品制造业,50.05805077,2024-03-28,50.34,0.42,1,没涨停→尾盘卖,妖股期
2024-03-28,002413,雷科防务,C39计算机、通信和其他电子设备制造业,4.68,2024-03-29,4.91,4.76,1,没涨停→尾盘卖,平淡期
2024-04-01,002099,海翔药业,C27医药制造业,6.15,2024-04-02,6.14,-0.48,1,再涨停→次日早盘卖,妖股期
2024-04-01,002581,*ST未名,C27医药制造业,12.74,2024-04-02,13.51,5.89,1,没涨停→尾盘卖,妖股期
2024-04-01,002167,东方锆业,C32有色金属冶炼和压延加工业,6.87,2024-04-03,8.32,20.96,2,再涨停→次日早盘卖,妖股期
2024-04-02,002176,江特电机,C32有色金属冶炼和压延加工业,10.8,2024-04-03,11.29,4.39,1,没涨停→尾盘卖,妖股期
2024-04-02,600389,江山股份,C26化学原料和化学制品制造业,14.1083397,2024-04-03,14.11,-0.15,1,没涨停→尾盘卖,妖股期
2024-04-03,600595,中孚实业,C32有色金属冶炼和压延加工业,3.84799312,2024-04-08,3.81,-1.17,1,没涨停→尾盘卖,平淡期
2024-04-03,600712,南宁百货,F52零售业,4.71,2024-04-08,4.57,-3.12,1,没涨停→尾盘卖,平淡期
2024-04-03,600961,株冶集团,C32有色金属冶炼和压延加工业,12.21,2024-04-08,11.88,-2.85,1,没涨停→尾盘卖,平淡期
2024-04-08,000751,锌业股份,C32有色金属冶炼和压延加工业,3.6449082,2024-04-09,3.58,-2.05,1,没涨停→尾盘卖,妖股期
2024-04-08,000911,*ST广糖,C13农副食品加工业,8.67,2024-04-09,8.06,-7.19,1,没涨停→尾盘卖,妖股期
2024-04-08,002246,北化股份,C26化学原料和化学制品制造业,9.02856512,2024-04-09,8.76,-3.1,1,没涨停→尾盘卖,妖股期
2024-04-09,600067,冠城新材,C38电气机械和器材制造业,2.01617736,2024-04-10,1.91,-5.2,1,没涨停→尾盘卖,妖股期
2024-04-09,603906,龙蟠科技,C39计算机、通信和其他电子设备制造业,10.69,2024-04-10,10.37,-3.14,1,没涨停→尾盘卖,妖股期
2024-04-09,002734,利民股份,C26化学原料和化学制品制造业,6.88395138,2024-04-11,7.57,9.84,2,再涨停→次日早盘卖,妖股期
2024-04-11,600865,百大集团,F52零售业,7.55795102,2024-04-12,7.23,-4.43,1,没涨停→尾盘卖,平淡期
2024-04-11,603306,华懋科技,C36汽车制造业,21.07803016,2024-04-12,20.92,-0.9,1,没涨停→尾盘卖,平淡期
2024-04-11,600815,厦工股份,C35专用设备制造业,2.72,2024-04-15,2.86,5.0,2,再涨停→次日早盘卖,平淡期
2024-04-12,600363,联创光电,C39计算机、通信和其他电子设备制造业,29.98633995,2024-04-15,29.73,-1.01,1,没涨停→尾盘卖,妖股期
2024-04-12,603067,振华股份,C26化学原料和化学制品制造业,7.03898245,2024-04-15,6.75,-4.3,1,没涨停→尾盘卖,妖股期
2024-04-17,002501,*ST利源,C32有色金属冶炼和压延加工业,1.12,2024-04-18,1.14,1.64,1,没涨停→尾盘卖,妖股期
2024-04-17,002664,信质集团,C36汽车制造业,15.9280671,2024-04-18,16.65,4.4,1,没涨停→尾盘卖,妖股期
2024-04-17,002073,软控股份,C35专用设备制造业,8.2984668,2024-04-19,9.46,13.8,2,再涨停→次日早盘卖,妖股期
